image_name,hair
ISIC_1073659,1
ISIC_1074939,1
ISIC_1074985,1
ISIC_1075126,1
ISIC_1075605,1
ISIC_1075654,1
ISIC_1075968,1
ISIC_1076091,1
ISIC_1076339,1
ISIC_1076474,1
ISIC_1077375,1
ISIC_1078527,1
ISIC_1078563,1
ISIC_1079829,1
ISIC_1080640,1
ISIC_1081430,1
ISIC_1081510,1
ISIC_1082748,1
ISIC_1083365,1
ISIC_1083392,1
ISIC_1083584,1
ISIC_1083668,1
ISIC_1084154,1
ISIC_1084298,1
ISIC_1084452,1
ISIC_1085358,1
ISIC_1087367,1
ISIC_1087658,1
ISIC_1087924,1
ISIC_1088705,1
ISIC_1090364,1
ISIC_1090562,1
ISIC_1091280,1
ISIC_1092241,1
ISIC_1092323,1
ISIC_1092432,1
ISIC_1092809,1
ISIC_1093390,1
ISIC_1093722,1
ISIC_1094526,1
ISIC_1097249,1
ISIC_1098112,1
ISIC_1098361,1
ISIC_1100216,1
ISIC_1101667,1
ISIC_1102861,1
ISIC_1103955,1
ISIC_1105059,1
ISIC_1105133,1
ISIC_1105263,1
ISIC_1105772,1
ISIC_1106080,1
ISIC_1106702,1
ISIC_1106860,1
ISIC_1107381,1
ISIC_1107538,1
ISIC_1107549,1
ISIC_1107820,1
ISIC_1108178,1
ISIC_1108204,1
ISIC_1109485,1
ISIC_1110383,1
ISIC_1111050,1
ISIC_1111163,1
ISIC_1111173,1
ISIC_1111313,1
ISIC_1113265,1
ISIC_1113271,1
ISIC_1113490,1
ISIC_1113629,1
ISIC_1114312,1
ISIC_1115013,1
ISIC_1115160,1
ISIC_1116037,1
ISIC_1116949,1
ISIC_1117214,1
ISIC_1117369,1
ISIC_1118147,1
ISIC_1120241,1
ISIC_1120654,1
ISIC_1121740,1
ISIC_1122524,1
ISIC_1122796,1
ISIC_1124566,1
ISIC_1124696,1
ISIC_1124744,1
ISIC_1125852,1
ISIC_1126202,1
ISIC_1126306,1
ISIC_1127430,1
ISIC_1127639,1
ISIC_1128193,1
ISIC_1128317,1
ISIC_1128846,1
ISIC_1129825,1
ISIC_1130669,1
ISIC_1130830,1
ISIC_1130888,1
ISIC_1130936,1
ISIC_1132496,1
ISIC_1132788,1
ISIC_1132966,1
ISIC_1133347,1
ISIC_1133501,1
ISIC_1133590,1
ISIC_1134437,1
ISIC_1135213,1
ISIC_1135485,1
ISIC_1135977,1
ISIC_1136902,1
ISIC_1137043,1
ISIC_1137178,1
ISIC_1137455,1
ISIC_1137915,1
ISIC_1138232,1
ISIC_1138868,1
ISIC_1138872,1
ISIC_1140410,1
ISIC_1140610,1
ISIC_1141622,1
ISIC_1141666,1
ISIC_1142158,1
ISIC_1142933,1
ISIC_1144286,1
ISIC_1144769,1
ISIC_1145290,1
ISIC_1145442,1
ISIC_1145706,1
ISIC_1145963,1
ISIC_1147681,1
ISIC_1147795,1
ISIC_1148874,1
ISIC_1148932,1
ISIC_1149061,1
ISIC_1151269,1
ISIC_1151910,1
ISIC_1152051,1
ISIC_1152648,1
ISIC_1153069,1
ISIC_1153940,1
ISIC_1154109,1
ISIC_1154756,1
ISIC_1155483,1
ISIC_1155612,1
ISIC_1157007,1
ISIC_1157032,1
ISIC_1157790,1
ISIC_1158065,1
ISIC_1158816,1
ISIC_1159177,1
ISIC_1159773,1
ISIC_1159891,1
ISIC_1160040,1
ISIC_1161054,1
ISIC_1161936,1
ISIC_1163224,1
ISIC_1163258,1
ISIC_1163426,1
ISIC_1163624,1
ISIC_1164360,1
ISIC_1164529,1
ISIC_1166446,1
ISIC_1166522,1
ISIC_1166678,1
ISIC_1167108,1
ISIC_1168355,1
ISIC_1170029,1
ISIC_1170910,1
ISIC_1171646,1
ISIC_1171655,1
ISIC_1173776,1
ISIC_1175170,1
ISIC_1175291,1
ISIC_1176099,1
ISIC_1177153,1
ISIC_1178461,1
ISIC_1178518,1
ISIC_1179160,1
ISIC_1180286,1
ISIC_1181483,1
ISIC_1181626,1
ISIC_1181853,1
ISIC_1185497,1
ISIC_1186655,1
ISIC_1187477,1
ISIC_1187983,1
ISIC_1189461,1
ISIC_1190567,1
ISIC_1190994,1
ISIC_1192835,1
ISIC_1193108,1
ISIC_1193513,1
ISIC_1195354,1
ISIC_1195563,1
ISIC_1196284,1
ISIC_1196326,1
ISIC_1196376,1
ISIC_1196936,1
ISIC_1197692,1
ISIC_1197816,1
ISIC_1197876,1
ISIC_1198422,1
ISIC_1198561,1
ISIC_1199236,1
ISIC_1200192,1
ISIC_1202561,1
ISIC_1203017,1
ISIC_1203434,1
ISIC_1203596,1
ISIC_1204286,1
ISIC_1204619,1
ISIC_1204729,1
ISIC_1205438,1
ISIC_1206021,1
ISIC_1206384,1
ISIC_1206571,1
ISIC_1206585,1
ISIC_1207387,1
ISIC_1207456,1
ISIC_1207789,1
ISIC_1207811,1
ISIC_1209365,1
ISIC_1209726,1
ISIC_1210011,1
ISIC_1210338,1
ISIC_1210620,1
ISIC_1210893,1
ISIC_1211024,1
ISIC_1213493,1
ISIC_1215482,1
ISIC_1216201,1
ISIC_1216822,1
ISIC_1217717,1
ISIC_1219894,1
ISIC_1220154,1
ISIC_1221361,1
ISIC_1222640,1
ISIC_1222771,1
ISIC_1223998,1
ISIC_1224295,1
ISIC_1224329,1
ISIC_1224650,1
ISIC_1225369,1
ISIC_1225412,1
ISIC_1226440,1
ISIC_1226868,1
ISIC_1227931,1
ISIC_1228005,1
ISIC_1228845,1
ISIC_1228927,1
ISIC_1229366,1
ISIC_1229548,1
ISIC_1229954,1
ISIC_1230862,1
ISIC_1232371,1
ISIC_1232778,1
ISIC_1233068,1
ISIC_1233104,1
ISIC_1234254,1
ISIC_1234463,1
ISIC_1235053,1
ISIC_1235335,1
ISIC_1235597,1
ISIC_1235777,1
ISIC_1236761,1
ISIC_1237232,1
ISIC_1237500,1
ISIC_1238146,1
ISIC_1239088,1
ISIC_1241304,1
ISIC_1241680,1
ISIC_1241817,1
ISIC_1242176,1
ISIC_1242852,1
ISIC_1243184,1
ISIC_1245414,1
ISIC_1246016,1
ISIC_1246334,1
ISIC_1246630,1
ISIC_1246666,1
ISIC_1247683,1
ISIC_1247773,1
ISIC_1248275,1
ISIC_1248740,1
ISIC_1248876,1
ISIC_1249358,1
ISIC_1249969,1
ISIC_1250318,1
ISIC_1250680,1
ISIC_1251020,1
ISIC_1251364,1
ISIC_1251639,1
ISIC_1252797,1
ISIC_1253227,1
ISIC_1253435,1
ISIC_1253960,1
ISIC_1255210,1
ISIC_1255336,1
ISIC_1255440,1
ISIC_1255700,1
ISIC_1256143,1
ISIC_1257045,1
ISIC_1257540,1
ISIC_1258435,1
ISIC_1258763,1
ISIC_1259014,1
ISIC_1259091,1
ISIC_1259230,1
ISIC_1259465,1
ISIC_1259537,1
ISIC_1259590,1
ISIC_1259851,1
ISIC_1260198,1
ISIC_1260515,1
ISIC_1261530,1
ISIC_1262966,1
ISIC_1264722,1
ISIC_1265230,1
ISIC_1265382,1
ISIC_1265427,1
ISIC_1265609,1
ISIC_1265755,1
ISIC_1266424,1
ISIC_1266447,1
ISIC_1266695,1
ISIC_1266707,1
ISIC_1270339,1
ISIC_1270351,1
ISIC_1271157,1
ISIC_1271286,1
ISIC_1271536,1
ISIC_1272071,1
ISIC_1272233,1
ISIC_1272961,1
ISIC_1273077,1
ISIC_1273230,1
ISIC_1274220,1
ISIC_1274550,1
ISIC_1275964,1
ISIC_1276130,1
ISIC_1277862,1
ISIC_1278971,1
ISIC_1279650,1
ISIC_1280112,1
ISIC_1281431,1
ISIC_1281742,1
ISIC_1282063,1
ISIC_1282857,1
ISIC_1283518,1
ISIC_1284089,1
ISIC_1285203,1
ISIC_1286298,1
ISIC_1287050,1
ISIC_1287495,1
ISIC_1288751,1
ISIC_1289608,1
ISIC_1289942,1
ISIC_1290184,1
ISIC_1290366,1
ISIC_1290465,1
ISIC_1290821,1
ISIC_1292006,1
ISIC_1292357,1
ISIC_1292607,1
ISIC_1292799,1
ISIC_1293199,1
ISIC_1293403,1
ISIC_1293501,1
ISIC_1293743,1
ISIC_1294049,1
ISIC_1296073,1
ISIC_1296141,1
ISIC_1296490,1
ISIC_1296663,1
ISIC_1296817,1
ISIC_1298253,1
ISIC_1298356,1
ISIC_1299998,1
ISIC_1300006,1
ISIC_1301544,1
ISIC_1302281,1
ISIC_1303205,1
ISIC_1303825,1
ISIC_1303854,1
ISIC_1304105,1
ISIC_1305180,1
ISIC_1305924,1
ISIC_1306050,1
ISIC_1306790,1
ISIC_1307045,1
ISIC_1307134,1
ISIC_1307419,1
ISIC_1308081,1
ISIC_1308847,1
ISIC_1310639,1
ISIC_1311771,1
ISIC_1311781,1
ISIC_1312208,1
ISIC_1312827,1
ISIC_1313747,1
ISIC_1313882,1
ISIC_1315424,1
ISIC_1318018,1
ISIC_1318753,1
ISIC_1319537,1
ISIC_1320600,1
ISIC_1324390,1
ISIC_1325342,1
ISIC_1326366,1
ISIC_1326483,1
ISIC_1326757,1
ISIC_1328417,1
ISIC_1328488,1
ISIC_1328717,1
ISIC_1328804,1
ISIC_1328868,1
ISIC_1329932,1
ISIC_1331112,1
ISIC_1332281,1
ISIC_1333230,1
ISIC_1334006,1
ISIC_1334038,1
ISIC_1334110,1
ISIC_1336705,1
ISIC_1338915,1
ISIC_1341068,1
ISIC_1341106,1
ISIC_1341586,1
ISIC_1342082,1
ISIC_1342739,1
ISIC_1342851,1
ISIC_1344155,1
ISIC_1344213,1
ISIC_1344537,1
ISIC_1344585,1
ISIC_1346562,1
ISIC_1346688,1
ISIC_1346695,1
ISIC_1348254,1
ISIC_1349234,1
ISIC_1349725,1
ISIC_1350519,1
ISIC_1352841,1
ISIC_1352911,1
ISIC_1355890,1
ISIC_1356945,1
ISIC_1357836,1
ISIC_1358147,1
ISIC_1358441,1
ISIC_1358527,1
ISIC_1358757,1
ISIC_1359156,1
ISIC_1359533,1
ISIC_1361124,1
ISIC_1361799,1
ISIC_1362234,1
ISIC_1364368,1
ISIC_1364848,1
ISIC_1364977,1
ISIC_1365061,1
ISIC_1366715,1
ISIC_1366765,1
ISIC_1367080,1
ISIC_1367387,1
ISIC_1370034,1
ISIC_1370277,1
ISIC_1372318,1
ISIC_1373573,1
ISIC_1376098,1
ISIC_1376797,1
ISIC_1377409,1
ISIC_1378570,1
ISIC_1378910,1
ISIC_1379405,1
ISIC_1382271,1
ISIC_1383620,1
ISIC_1383664,1
ISIC_1383815,1
ISIC_1388297,1
ISIC_1389406,1
ISIC_1390784,1
ISIC_1392139,1
ISIC_1393771,1
ISIC_1394786,1
ISIC_1395664,1
ISIC_1396276,1
ISIC_1396306,1
ISIC_1398625,1
ISIC_1398631,1
ISIC_1401969,1
ISIC_1402009,1
ISIC_1402156,1
ISIC_1402407,1
ISIC_1402840,1
ISIC_1404316,1
ISIC_1404472,1
ISIC_1404780,1
ISIC_1405391,1
ISIC_1405454,1
ISIC_1405602,1
ISIC_1406022,1
ISIC_1407205,1
ISIC_1410153,1
ISIC_1410408,1
ISIC_1410556,1
ISIC_1411047,1
ISIC_1412409,1
ISIC_1412620,1
ISIC_1412759,1
ISIC_1413589,1
ISIC_1415237,1
ISIC_1418166,1
ISIC_1418304,1
ISIC_1418788,1
ISIC_1419399,1
ISIC_1420201,1
ISIC_1421074,1
ISIC_1421644,1
ISIC_1424655,1
ISIC_1426279,1
ISIC_1426331,1
ISIC_1428637,1
ISIC_1432485,1
ISIC_1433739,1
ISIC_1433921,1
ISIC_1434141,1
ISIC_1434340,1
ISIC_1435656,1
ISIC_1435944,1
ISIC_1438269,1
ISIC_1440063,1
ISIC_1441260,1
ISIC_1442186,1
ISIC_1442601,1
ISIC_1443134,1
ISIC_1444924,1
ISIC_1447330,1
ISIC_1448835,1
ISIC_1448992,1
ISIC_1449910,1
ISIC_1450003,1
ISIC_1450186,1
ISIC_1450315,1
ISIC_1451092,1
ISIC_1451330,1
ISIC_1452412,1
ISIC_1453101,1
ISIC_1453604,1
ISIC_1454176,1
ISIC_1456827,1
ISIC_1458551,1
ISIC_1461419,1
ISIC_1461940,1
ISIC_1462268,1
ISIC_1462872,1
ISIC_1462996,1
ISIC_1463406,1
ISIC_1463838,1
ISIC_1463947,1
ISIC_1464309,1
ISIC_1464862,1
ISIC_1466047,1
ISIC_1467430,1
ISIC_1467583,1
ISIC_1468354,1
ISIC_1470245,1
ISIC_1470250,1
ISIC_1470271,1
ISIC_1472731,1
ISIC_1472868,1
ISIC_1474461,1
ISIC_1475867,1
ISIC_1477056,1
ISIC_1479183,1
ISIC_1479729,1
ISIC_1481586,1
ISIC_1482167,1
ISIC_1485969,1
ISIC_1486154,1
ISIC_1487510,1
ISIC_1488127,1
ISIC_1488598,1
ISIC_1488722,1
ISIC_1490986,1
ISIC_1492055,1
ISIC_1493051,1
ISIC_1493172,1
ISIC_1493565,1
ISIC_1494033,1
ISIC_1495081,1
ISIC_1496482,1
ISIC_1497121,1
ISIC_1497394,1
ISIC_1497880,1
ISIC_1499329,1
ISIC_1501034,1
ISIC_1501465,1
ISIC_1502460,1
ISIC_1503257,1
ISIC_1504363,1
ISIC_1505069,1
ISIC_1506212,1
ISIC_1506601,1
ISIC_1507090,1
ISIC_1508162,1
ISIC_1508215,1
ISIC_1509840,1
ISIC_1510160,1
ISIC_1510902,1
ISIC_1511109,1
ISIC_1511227,1
ISIC_1511613,1
ISIC_1514102,1
ISIC_1515363,1
ISIC_1515410,1
ISIC_1517730,1
ISIC_1518280,1
ISIC_1518461,1
ISIC_1520897,1
ISIC_1521135,1
ISIC_1521226,1
ISIC_1522266,1
ISIC_1526502,1
ISIC_1526608,1
ISIC_1528994,1
ISIC_1531204,1
ISIC_1532469,1
ISIC_1532912,1
ISIC_1533305,1
ISIC_1533383,1
ISIC_1533630,1
ISIC_1534609,1
ISIC_1535599,1
ISIC_1535915,1
ISIC_1536014,1
ISIC_1537779,1
ISIC_1538510,1
ISIC_1539069,1
ISIC_1539145,1
ISIC_1540317,1
ISIC_1541028,1
ISIC_1541716,1
ISIC_1543772,1
ISIC_1544818,1
ISIC_1545213,1
ISIC_1546020,1
ISIC_1546399,1
ISIC_1548329,1
ISIC_1548638,1
ISIC_1550349,1
ISIC_1550785,1
ISIC_1550915,1
ISIC_1552127,1
ISIC_1557225,1
ISIC_1560026,1
ISIC_1561068,1
ISIC_1561091,1
ISIC_1566101,1
ISIC_1566215,1
ISIC_1566428,1
ISIC_1566523,1
ISIC_1567290,1
ISIC_1568268,1
ISIC_1569524,1
ISIC_1570390,1
ISIC_1570838,1
ISIC_1572957,1
ISIC_1573905,1
ISIC_1575034,1
ISIC_1575396,1
ISIC_1577621,1
ISIC_1577876,1
ISIC_1578507,1
ISIC_1578998,1
ISIC_1579463,1
ISIC_1582195,1
ISIC_1582577,1
ISIC_1583439,1
ISIC_1583673,1
ISIC_1584206,1
ISIC_1584242,1
ISIC_1584535,1
ISIC_1585511,1
ISIC_1590829,1
ISIC_1592874,1
ISIC_1593638,1
ISIC_1594415,1
ISIC_1595658,1
ISIC_1596297,1
ISIC_1598068,1
ISIC_1601784,1
ISIC_1602348,1
ISIC_1602440,1
ISIC_1602466,1
ISIC_1602554,1
ISIC_1602561,1
ISIC_1603003,1
ISIC_1603038,1
ISIC_1603509,1
ISIC_1606398,1
ISIC_1608013,1
ISIC_1612236,1
ISIC_1613289,1
ISIC_1614712,1
ISIC_1614795,1
ISIC_1615215,1
ISIC_1615753,1
ISIC_1616809,1
ISIC_1617888,1
ISIC_1618730,1
ISIC_1618832,1
ISIC_1619470,1
ISIC_1620413,1
ISIC_1620801,1
ISIC_1620841,1
ISIC_1630209,1
ISIC_1631397,1
ISIC_1633463,1
ISIC_1634561,1
ISIC_1634619,1
ISIC_1636177,1
ISIC_1637401,1
ISIC_1637588,1
ISIC_1638230,1
ISIC_1638357,1
ISIC_1639724,1
ISIC_1640666,1
ISIC_1641839,1
ISIC_1642441,1
ISIC_1643801,1
ISIC_1645567,1
ISIC_1646084,1
ISIC_1651723,1
ISIC_1653283,1
ISIC_1655931,1
ISIC_1656186,1
ISIC_1656452,1
ISIC_1659261,1
ISIC_1659656,1
ISIC_1660279,1
ISIC_1663144,1
ISIC_1664381,1
ISIC_1666652,1
ISIC_1666715,1
ISIC_1666976,1
ISIC_1667108,1
ISIC_1668077,1
ISIC_1668698,1
ISIC_1668831,1
ISIC_1669883,1
ISIC_1670165,1
ISIC_1672821,1
ISIC_1674797,1
ISIC_1676826,1
ISIC_1676939,1
ISIC_1684127,1
ISIC_1684603,1
ISIC_1684948,1
ISIC_1686254,1
ISIC_1687478,1
ISIC_1688150,1
ISIC_1689309,1
ISIC_1692206,1
ISIC_1694480,1
ISIC_1694996,1
ISIC_1695360,1
ISIC_1696845,1
ISIC_1698302,1
ISIC_1704026,1
ISIC_1706912,1
ISIC_1708568,1
ISIC_1711134,1
ISIC_1712329,1
ISIC_1715110,1
ISIC_1716626,1
ISIC_1720840,1
ISIC_1722254,1
ISIC_1724526,1
ISIC_1724802,1
ISIC_1725997,1
ISIC_1727562,1
ISIC_1727818,1
ISIC_1730121,1
ISIC_1732965,1
ISIC_1733130,1
ISIC_1733499,1
ISIC_1733714,1
ISIC_1735204,1
ISIC_1735950,1
ISIC_1736706,1
ISIC_1738117,1
ISIC_1738348,1
ISIC_1739800,1
ISIC_1741487,1
ISIC_1743974,1
ISIC_1745646,1
ISIC_1746597,1
ISIC_1746861,1
ISIC_1750621,1
ISIC_1754491,1
ISIC_1756631,1
ISIC_1757212,1
ISIC_1761083,1
ISIC_1763161,1
ISIC_1763183,1
ISIC_1768197,1
ISIC_1768733,1
ISIC_1768978,1
ISIC_1771684,1
ISIC_1774027,1
ISIC_1774715,1
ISIC_1775683,1
ISIC_1778943,1
ISIC_1779061,1
ISIC_1779603,1
ISIC_1783062,1
ISIC_1783889,1
ISIC_1786025,1
ISIC_1786906,1
ISIC_1797795,1
ISIC_1798404,1
ISIC_1798471,1
ISIC_1799484,1
ISIC_1799917,1
ISIC_1801190,1
ISIC_1802793,1
ISIC_1805921,1
ISIC_1807276,1
ISIC_1811190,1
ISIC_1811909,1
ISIC_1812252,1
ISIC_1812944,1
ISIC_1819289,1
ISIC_1819358,1
ISIC_1820193,1
ISIC_1821821,1
ISIC_1824812,1
ISIC_1828419,1
ISIC_1831325,1
ISIC_1832586,1
ISIC_1833122,1
ISIC_1833138,1
ISIC_1833947,1
ISIC_1836661,1
ISIC_1836985,1
ISIC_1841825,1
ISIC_1841949,1
ISIC_1843259,1
ISIC_1844585,1
ISIC_1846179,1
ISIC_1846183,1
ISIC_1847974,1
ISIC_1848300,1
ISIC_1850388,1
ISIC_1850474,1
ISIC_1858123,1
ISIC_1858175,1
ISIC_1858948,1
ISIC_1859923,1
ISIC_1860845,1
ISIC_1862506,1
ISIC_1864719,1
ISIC_1866662,1
ISIC_1870415,1
ISIC_1873582,1
ISIC_1874480,1
ISIC_1876943,1
ISIC_1877535,1
ISIC_1883008,1
ISIC_1883330,1
ISIC_1886719,1
ISIC_1886756,1
ISIC_1887282,1
ISIC_1888961,1
ISIC_1891515,1
ISIC_1892350,1
ISIC_1893232,1
ISIC_1894324,1
ISIC_1894573,1
ISIC_1894741,1
ISIC_1894918,1
ISIC_1897507,1
ISIC_1899936,1
ISIC_1901829,1
ISIC_1902401,1
ISIC_1902847,1
ISIC_1904244,1
ISIC_1904481,1
ISIC_1904980,1
ISIC_1906357,1
ISIC_1906729,1
ISIC_1907984,1
ISIC_1908424,1
ISIC_1909742,1
ISIC_1910458,1
ISIC_1912184,1
ISIC_1912326,1
ISIC_1912589,1
ISIC_1912677,1
ISIC_1912757,1
ISIC_1914419,1
ISIC_1915434,1
ISIC_1915791,1
ISIC_1917581,1
ISIC_1918027,1
ISIC_1918077,1
ISIC_1919196,1
ISIC_1919499,1
ISIC_1919829,1
ISIC_1920523,1
ISIC_1920685,1
ISIC_1921387,1
ISIC_1921636,1
ISIC_1921883,1
ISIC_1922234,1
ISIC_1922568,1
ISIC_1923467,1
ISIC_1924120,1
ISIC_1924365,1
ISIC_1924821,1
ISIC_1925533,1
ISIC_1925623,1
ISIC_1925632,1
ISIC_1926530,1
ISIC_1926656,1
ISIC_1927418,1
ISIC_1927825,1
ISIC_1927858,1
ISIC_1928712,1
ISIC_1929037,1
ISIC_1929654,1
ISIC_1929937,1
ISIC_1930598,1
ISIC_1930877,1
ISIC_1931408,1
ISIC_1931588,1
ISIC_1932064,1
ISIC_1932486,1
ISIC_1932586,1
ISIC_1932632,1
ISIC_1932947,1
ISIC_1933891,1
ISIC_1934097,1
ISIC_1934152,1
ISIC_1935204,1
ISIC_1936043,1
ISIC_1936684,1
ISIC_1938692,1
ISIC_1938709,1
ISIC_1939276,1
ISIC_1940321,1
ISIC_1940924,1
ISIC_1942114,1
ISIC_1943654,1
ISIC_1944326,1
ISIC_1944659,1
ISIC_1945381,1
ISIC_1945604,1
ISIC_1945850,1
ISIC_1946709,1
ISIC_1947992,1
ISIC_1948545,1
ISIC_1948751,1
ISIC_1949047,1
ISIC_1949526,1
ISIC_1950569,1
ISIC_1950616,1
ISIC_1950847,1
ISIC_1951867,1
ISIC_1951928,1
ISIC_1951999,1
ISIC_1952298,1
ISIC_1952599,1
ISIC_1953352,1
ISIC_1955991,1
ISIC_1956504,1
ISIC_1957488,1
ISIC_1957587,1
ISIC_1957625,1
ISIC_1958321,1
ISIC_1959040,1
ISIC_1959078,1
ISIC_1960468,1
ISIC_1960472,1
ISIC_1960550,1
ISIC_1962061,1
ISIC_1962845,1
ISIC_1963008,1
ISIC_1964765,1
ISIC_1965344,1
ISIC_1968499,1
ISIC_1969066,1
ISIC_1969199,1
ISIC_1970368,1
ISIC_1970738,1
ISIC_1971254,1
ISIC_1972309,1
ISIC_1973151,1
ISIC_1975042,1
ISIC_1975137,1
ISIC_1975145,1
ISIC_1975941,1
ISIC_1976246,1
ISIC_1976571,1
ISIC_1977241,1
ISIC_1977916,1
ISIC_1978426,1
ISIC_1978947,1
ISIC_1979109,1
ISIC_1979473,1
ISIC_1980064,1
ISIC_1980878,1
ISIC_1982295,1
ISIC_1983334,1
ISIC_1983516,1
ISIC_1983754,1
ISIC_1984152,1
ISIC_1984557,1
ISIC_1985209,1
ISIC_1985244,1
ISIC_1985436,1
ISIC_1985569,1
ISIC_1988777,1
ISIC_1990514,1
ISIC_1990771,1
ISIC_1990955,1
ISIC_1991332,1
ISIC_1991528,1
ISIC_1993529,1
ISIC_1994455,1
ISIC_1994515,1
ISIC_1995402,1
ISIC_1997692,1
ISIC_1998942,1
ISIC_2000000,1
ISIC_2000184,1
ISIC_2001492,1
ISIC_2003272,1
ISIC_2004386,1
ISIC_2006074,1
ISIC_2006443,1
ISIC_2006783,1
ISIC_2007444,1
ISIC_2007691,1
ISIC_2009055,1
ISIC_2009096,1
ISIC_2009167,1
ISIC_2011408,1
ISIC_2011893,1
ISIC_2012245,1
ISIC_2012388,1
ISIC_2012967,1
ISIC_2013861,1
ISIC_2014653,1
ISIC_2014917,1
ISIC_2016586,1
ISIC_2018116,1
ISIC_2018361,1
ISIC_2019272,1
ISIC_2019273,1
ISIC_2019313,1
ISIC_2019386,1
ISIC_2020317,1
ISIC_2021175,1
ISIC_2021296,1
ISIC_2021321,1
ISIC_2022396,1
ISIC_2023070,1
ISIC_2024502,1
ISIC_2025058,1
ISIC_2027392,1
ISIC_2027582,1
ISIC_2027840,1
ISIC_2028658,1
ISIC_2029418,1
ISIC_2030126,1
ISIC_2030479,1
ISIC_2031360,1
ISIC_2032658,1
ISIC_2033832,1
ISIC_2034311,1
ISIC_2034659,1
ISIC_2035097,1
ISIC_2036093,1
ISIC_2036233,1
ISIC_2036426,1
ISIC_2038794,1
ISIC_2039579,1
ISIC_2040393,1
ISIC_2040614,1
ISIC_2040812,1
ISIC_2042750,1
ISIC_2044283,1
ISIC_2045595,1
ISIC_2046223,1
ISIC_2047914,1
ISIC_2049142,1
ISIC_2049818,1
ISIC_2052192,1
ISIC_2053045,1
ISIC_2053391,1
ISIC_2053951,1
ISIC_2054066,1
ISIC_2054180,1
ISIC_2056416,1
ISIC_2057184,1
ISIC_2057606,1
ISIC_2057707,1
ISIC_2058516,1
ISIC_2058911,1
ISIC_2059464,1
ISIC_2060078,1
ISIC_2060846,1
ISIC_2061327,1
ISIC_2061919,1
ISIC_2061933,1
ISIC_2064934,1
ISIC_2066038,1
ISIC_2066769,1
ISIC_2066825,1
ISIC_2066959,1
ISIC_2067576,1
ISIC_2068777,1
ISIC_2069039,1
ISIC_2069179,1
ISIC_2069765,1
ISIC_2070085,1
ISIC_2071774,1
ISIC_2072219,1
ISIC_2072302,1
ISIC_2075121,1
ISIC_2075564,1
ISIC_2075655,1
ISIC_2076902,1
ISIC_2078613,1
ISIC_2079300,1
ISIC_2079417,1
ISIC_2079466,1
ISIC_2079758,1
ISIC_2080351,1
ISIC_2080947,1
ISIC_2081142,1
ISIC_2083098,1
ISIC_2085439,1
ISIC_2085855,1
ISIC_2086580,1
ISIC_2087641,1
ISIC_2088750,1
ISIC_2092150,1
ISIC_2093988,1
ISIC_2094429,1
ISIC_2094481,1
ISIC_2095143,1
ISIC_2096695,1
ISIC_2097186,1
ISIC_2097198,1
ISIC_2098959,1
ISIC_2099059,1
ISIC_2099315,1
ISIC_2099776,1
ISIC_2100500,1
ISIC_2101389,1
ISIC_2103508,1
ISIC_2103581,1
ISIC_2104267,1
ISIC_2105735,1
ISIC_2106041,1
ISIC_2108823,1
ISIC_2112106,1
ISIC_2112683,1
ISIC_2114035,1
ISIC_2114240,1
ISIC_2114522,1
ISIC_2115136,1
ISIC_2116331,1
ISIC_2119008,1
ISIC_2120508,1
ISIC_2120547,1
ISIC_2121383,1
ISIC_2121616,1
ISIC_2122087,1
ISIC_2122918,1
ISIC_2123513,1
ISIC_2123846,1
ISIC_2126035,1
ISIC_2126248,1
ISIC_2126575,1
ISIC_2126688,1
ISIC_2127378,1
ISIC_2129541,1
ISIC_2129639,1
ISIC_2130800,1
ISIC_2131812,1
ISIC_2131962,1
ISIC_2132397,1
ISIC_2133381,1
ISIC_2133980,1
ISIC_2134188,1
ISIC_2134704,1
ISIC_2134975,1
ISIC_2136243,1
ISIC_2137033,1
ISIC_2137639,1
ISIC_2137735,1
ISIC_2138357,1
ISIC_2139387,1
ISIC_2140099,1
ISIC_2143352,1
ISIC_2145640,1
ISIC_2145943,1
ISIC_2148640,1
ISIC_2148975,1
ISIC_2150221,1
ISIC_2151727,1
ISIC_2153159,1
ISIC_2153401,1
ISIC_2154157,1
ISIC_2154275,1
ISIC_2155391,1
ISIC_2155673,1
ISIC_2155898,1
ISIC_2155899,1
ISIC_2156197,1
ISIC_2157630,1
ISIC_2157951,1
ISIC_2159294,1
ISIC_2159525,1
ISIC_2159982,1
ISIC_2160139,1
ISIC_2160145,1
ISIC_2160379,1
ISIC_2161864,1
ISIC_2162120,1
ISIC_2164933,1
ISIC_2165840,1
ISIC_2168257,1
ISIC_2168904,1
ISIC_2170868,1
ISIC_2170985,1
ISIC_2172377,1
ISIC_2173158,1
ISIC_2173487,1
ISIC_2175722,1
ISIC_2176112,1
ISIC_2176370,1
ISIC_2176822,1
ISIC_2178689,1
ISIC_2178817,1
ISIC_2178834,1
ISIC_2180439,1
ISIC_2180599,1
ISIC_2182754,1
ISIC_2182856,1
ISIC_2183722,1
ISIC_2184202,1
ISIC_2186492,1
ISIC_2187515,1
ISIC_2188231,1
ISIC_2189426,1
ISIC_2189699,1
ISIC_2190479,1
ISIC_2190821,1
ISIC_2191434,1
ISIC_2191738,1
ISIC_2191924,1
ISIC_2192973,1
ISIC_2193223,1
ISIC_2193727,1
ISIC_2194762,1
ISIC_2194940,1
ISIC_2197346,1
ISIC_2197722,1
